DATE,TIME,RENT_ID,AVAILABLE
20230801,0,2111,0
20230801,0,2112,0
20230801,0,2116,0
20230801,0,2122,0
20230801,0,2128,0
20230801,0,2129,1
20230801,0,2130,0
20230801,0,2139,7
20230801,0,2143,2
20230801,0,2148,0
20230801,0,2159,1
20230801,0,2171,0
20230801,0,2172,1
20230801,0,2178,0
20230801,0,2179,1
20230801,0,2185,0
20230801,0,2186,1
20230801,0,2191,5
20230801,0,2198,0
20230801,0,2199,0
20230801,0,3310,0
20230801,0,3311,0
20230801,0,3802,2
20230801,1,2111,0
20230801,1,2112,0
20230801,1,2116,0
20230801,1,2122,0
20230801,1,2128,0
20230801,1,2129,1
20230801,1,2130,0
20230801,1,2139,9
20230801,1,2143,4
20230801,1,2148,3
20230801,1,2159,1
20230801,1,2171,0
20230801,1,2172,1
20230801,1,2178,0
20230801,1,2179,0
20230801,1,2185,0
20230801,1,2186,1
20230801,1,2191,5
20230801,1,2198,0
20230801,1,2199,0
20230801,1,3310,0
20230801,1,3311,0
20230801,1,3802,2
20230801,2,2111,0
20230801,2,2112,0
20230801,2,2116,0
20230801,2,2122,0
20230801,2,2128,0
20230801,2,2129,1
20230801,2,2130,0
20230801,2,2139,9
20230801,2,2143,4
20230801,2,2148,3
20230801,2,2159,1
20230801,2,2171,0
20230801,2,2172,2
20230801,2,2178,0
20230801,2,2179,0
20230801,2,2185,0
20230801,2,2186,0
20230801,2,2191,4
20230801,2,2198,0
20230801,2,2199,1
20230801,2,3310,1
20230801,2,3311,0
20230801,2,3802,2
20230801,3,2111,0
20230801,3,2112,0
20230801,3,2116,0
20230801,3,2122,0
20230801,3,2128,0
20230801,3,2129,1
20230801,3,2130,0
20230801,3,2139,8
20230801,3,2143,4
20230801,3,2148,2
20230801,3,2159,1
20230801,3,2171,0
20230801,3,2172,2
20230801,3,2178,0
20230801,3,2179,1
20230801,3,2185,3
20230801,3,2186,0
20230801,3,2191,4
20230801,3,2198,0
20230801,3,2199,0
20230801,3,3310,1
20230801,3,3311,1
20230801,3,3802,2
20230801,4,2111,0
20230801,4,2112,1
20230801,4,2116,0
20230801,4,2122,0
20230801,4,2128,0
20230801,4,2129,1
20230801,4,2130,0
20230801,4,2139,8
20230801,4,2143,4
20230801,4,2148,2
20230801,4,2159,1
20230801,4,2171,0
20230801,4,2172,2
20230801,4,2178,0
20230801,4,2179,1
20230801,4,2185,2
20230801,4,2186,0
20230801,4,2191,4
20230801,4,2198,2
20230801,4,2199,0
20230801,4,3310,1
20230801,4,3311,0
20230801,4,3802,2
20230801,5,2111,0
20230801,5,2112,0
20230801,5,2116,0
20230801,5,2122,0
20230801,5,2128,0
20230801,5,2129,1
20230801,5,2130,0
20230801,5,2139,8
20230801,5,2143,3
20230801,5,2148,2
20230801,5,2159,1
20230801,5,2171,0
20230801,5,2172,3
20230801,5,2178,0
20230801,5,2179,1
20230801,5,2185,2
20230801,5,2186,0
20230801,5,2191,5
20230801,5,2198,1
20230801,5,2199,0
20230801,5,3310,3
20230801,5,3311,0
20230801,5,3802,2
20230801,6,2111,0
20230801,6,2112,0
20230801,6,2116,0
